person_id,nombre,url,familia,pais,pais_origen,fecha_nacimiento,lugar_nacimiento,fecha_fallecimiento,lugar_fallecimiento,nacionalidad,ocupacion,partido_politico,religion,residencia,padres,conyuge,pareja,hijos,hermanos,biografia_inicial,cargos,n_cargos,familiares,n_familiares,tipos_relacion,conexion_otros_paises,ano_nacimiento,ano_fallecimiento,cargo_1,cargo_2,cargo_3,partido_limpio,nacimiento_ano,fallecimiento_ano
manuela_warnes,Manuela Warnes,https://es.wikipedia.org/wiki/Manuela_Warnes_y_Garc%C3%ADa_de_Z%C3%BA%C3%B1iga,Familia Warnes,argentina,argentina,"13 de octubre de 1776 Buenos Aires , Virreinato del Río de la Plata , Reino de España",NA,"15 de marzo de 1858 (81 años) Santiago , Chile Chile",NA,Chilena y española,Primera Dama,NA,Católica,NA,Manuel Antonio Warnes (https://es.wikipedia.org/wiki/Manuel_Antonio_Jos%C3%A9_Warnes); Ana Jacoba García de Zúñiga (https://es.wikipedia.org/wiki/Ana_Jacoba_Garc%C3%ADa_de_Z%C3%BA%C3%B1iga),José Joaquín Prieto (https://es.wikipedia.org/wiki/Jos%C3%A9_Joaqu%C3%ADn_Prieto),NA,Joaquín (https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Prieto_Warnes),NA,"Manuela Josefa Warnes y García de Zúñiga ( Buenos Aires , Virreinato del Río de la Plata , 13 de octubre de 1776 - Santiago , Chile , 15 de marzo de 1858) [ 1 ] ​ fue una dama de la alta sociedad argentina , esposa del presidente de Chile José Joaquín Prieto y hermana del militar argentino Ignacio Warnes .",NA,NA,NA,NA,NA,varias_nacionalidades,1776,1858,Esposa del Presidente de Chile,NA,NA,NA,1776,1858
manuel_antonio_jos_e_warnes,Manuel Antonio José Warnes,https://es.wikipedia.org/wiki/Manuel_Antonio_Jos%C3%A9_Warnes,Familia Warnes,argentina,argentina,19 de junio de 1727 Cartagena de Indias,NA,"1802 Buenos Aires, Virreinato del Río de la Plata",NA,Española,Alcalde de primer voto del Cabildo de Buenos Aires,NA,NA,Virreinato del Río de la Plata,NA,-María Josefa Benedicta de Arráez Larrazábal -Ana Jacoba García de Zúñiga,NA,Ignacio Warnes (https://es.wikipedia.org/wiki/Ignacio_Warnes); Manuela Warnes y García de Zúñiga (https://es.wikipedia.org/wiki/Manuela_Warnes); Martín José Warnes (https://es.wikipedia.org/wiki/Mart%C3%ADn_Jos%C3%A9_Warnes); Martina Warnes (https://es.wikipedia.org/wiki/Martina_Warnes),NA,"Manuel Antonio José Gervasio Warnes ( Cartagena de Indias , Virreinato de Nueva Granada , 19 de junio de 1727- Buenos Aires , Virreinato del Río de la Plata , 1802) fue un rico mercader español de ascendencia irlandesa que ocupó el cargo de alcalde del Cabildo de Buenos Aires en dos oportunidades y fue padre de los patriotas Ignacio , Martín , Manuela y Martina Warnes .",NA,NA,NA,NA,NA,nacionalidad_distinta_al_pais,1727,1802,Alcalde del Cabildo de Buenos Aires,NA,NA,NA,1727,1802
ana_jacoba_garc_ia_de_z_u_niga,Ana Jacoba García de Zúñiga,https://es.wikipedia.org/wiki/Ana_Jacoba_Garc%C3%ADa_de_Z%C3%BA%C3%B1iga,Familia Warnes,argentina,argentina,27 de julio de 1748 gobernación del Río de la Plata ( Imperio Español ),NA,14 de febrero de 1820 (71 años),NA,Argentina y española,Ejército Patriota,Patriota,NA,NA,Alonso García de Zúñiga (https://es.wikipedia.org/wiki/Alonso_Garc%C3%ADa_de_Z%C3%BA%C3%B1iga),Manuel Antonio José Warnes (https://es.wikipedia.org/wiki/Manuel_Antonio_Jos%C3%A9_Warnes),NA,Ignacio Warnes (https://es.wikipedia.org/wiki/Ignacio_Warnes); Manuela Warnes y García de Zúñiga (https://es.wikipedia.org/wiki/Manuela_Warnes); Martina Warnes (https://es.wikipedia.org/wiki/Martina_Warnes); Martín José Warnes (https://es.wikipedia.org/wiki/Mart%C3%ADn_Jos%C3%A9_Warnes),NA,"Ana Jacoba García de Zúñiga ( Gobernación del Río de la Plata , 1735 - ?) fue una criolla porteña , considerada una de las patricias argentinas . Fue madre de los patriotas Martín e Ignacio Warnes [ 1 ] ​ y hermana de Esteban y Juan Francisco García de Zúñiga .",NA,NA,NA,NA,NA,varias_nacionalidades,1748,1820,Patricia argentina,NA,NA,Patriota,1748,1820
joaqu_in_prieto,Joaquín Prieto,https://es.wikipedia.org/wiki/Jos%C3%A9_Joaqu%C3%ADn_Prieto,Familia Warnes,argentina,argentina,"20 de agosto de 1786 Concepción , Capitanía General de Chile",NA,Muerte natural,NA,Chilena,Militar y político,Pelucón,Catolicismo,"Santiago , Chile",José María Prieto Sotomayor Carmen Vial Santelices,Manuela Warnes y García de Zúñiga (https://es.wikipedia.org/wiki/Manuela_Warnes_y_Garc%C3%ADa_de_Z%C3%BA%C3%B1iga),NA,Joaquín Prieto Warnes (https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Prieto_Warnes),NA,"Joaquín Prieto [ nota 1 ] ​ ( Concepción , 20 de agosto de 1786 - Santiago , 22 de noviembre de 1854) [ 2 ] ​ fue un militar y político chileno que ejerció como presidente de la República de Chile entre 1831 y 1836, siendo reelegido para el período inmediatamente siguiente entre 1836 y 1841.",NA,NA,NA,NA,NA,nacionalidad_distinta_al_pais,1786,NA,Presidente de Chile,Militar,NA,Pelucón,1786,1854
joaqu_in_prieto_concha,Joaquín Prieto Concha,https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Prieto_Concha,Familia Warnes,argentina,argentina,10 de julio de 1892 Santiago de Chile ( Chile ),NA,29 de diciembre de 1976 (84 años) Santiago de Chile (Chile),NA,Chilena,"Abogado , empresario y político",Partido Conservador,Católico,NA,Joaquín Prieto Hurtado (https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Prieto_Hurtado),Rosa Elvira Matte Hurtado,NA,José Joaquín,NA,"Joaquín Prieto Concha ( Santiago , 10 de julio de 1892-Santiago, 29 de diciembre de 1976) fue un abogado , empresario y político chileno , miembro del Partido Conservador . [ 1 ] ​ Se desempeñó como parlamentario en varios periodos legislativos consecutivos, así como ministro de Estado durante los gobiernos de los presidentes Juan Esteban Montero , Arturo Alessandri y Jorge Alessandri , hijo del anterior. [ 1 ] ​",NA,NA,NA,NA,NA,nacionalidad_distinta_al_pais,1892,1976,Ministro de Estado,Parlamentario,NA,Partido Conservador,1892,1976
alonso_garc_ia_de_z_u_niga,Alonso García de Zúñiga,https://es.wikipedia.org/wiki/Alonso_Garc%C3%ADa_de_Z%C3%BA%C3%B1iga,Familia Warnes,argentina,argentina,6 de agosto de 1690 Alcalá del Río ( España ),NA,23 de marzo de 1769 (78 años) Buenos Aires ( Argentina ),NA,Española,Militar y comerciante,NA,NA,NA,NA,Juana de Lizola y Escobar,NA,Esteban Justo García de Zúñiga (https://es.wikipedia.org/wiki/Esteban_Justo_Garc%C3%ADa_de_Z%C3%BA%C3%B1iga); Juan Francisco García de Zúñiga (https://es.wikipedia.org/wiki/Juan_Francisco_Garc%C3%ADa_de_Z%C3%BA%C3%B1iga); Ana Jacoba García de Zúñiga (https://es.wikipedia.org/wiki/Ana_Jacoba_Garc%C3%ADa_de_Z%C3%BA%C3%B1iga),NA,"Alonso Mateo Ginés García de Zúñiga e Higera [ 1 ] ​ ( Alcalá del Río , Sevilla , España 6 de agosto de 1690 - Buenos Aires , Gobernación del Río de la Plata , 23 de marzo de 1769) fue un agente real y mercader del siglo XVII al servicio de la Corona de España .",NA,NA,NA,NA,NA,nacionalidad_distinta_al_pais,1690,1769,Agente real,Mercader,NA,NA,1690,1769
jos_e_manuel_astigueta_hijo,José Manuel Astigueta (hijo),https://es.wikipedia.org/wiki/Jos%C3%A9_Manuel_Astigueta_%28hijo%29,Familia Astigueta,argentina,argentina,1918,NA,NA,NA,Argentina,Diplomático,NA,NA,NA,José Manuel Astigueta (https://es.wikipedia.org/wiki/Jos%C3%A9_Manuel_Astigueta_(padre)),NA,NA,NA,NA,"José Manuel Astigueta ( Buenos Aires , 24 de diciembre de 1918 [ 1 ] ​ [ 2 ] ​-desconocido) fue un abogado y diplomático argentino . Se desempeñó como ministro de Defensa Nacional de la Nación Argentina entre 1962 y 1963 durante el gobierno de José María Guido . Entre 1969 y 1972 fue embajador en la Unión Soviética",NA,NA,NA,NA,NA,mismo_pais,1918,NA,Ministro de Defensa Nacional de Argentina,Embajador en la Unión Soviética,NA,NA,1918,NA
jos_e_manuel_astigueta_padre,José Manuel Astigueta (padre),https://es.wikipedia.org/wiki/Jos%C3%A9_Manuel_Astigueta_%28padre%29,Familia Astigueta,argentina,argentina,"17 de octubre de 1882 Buenos Aires , Argentina",NA,"30 de julio de 1960 (77 años) Buenos Aires, Argentina",NA,Argentina,Abogado,NA,NA,NA,José Mariano Astigueta (https://es.wikipedia.org/wiki/Jos%C3%A9_Mariano_Astigueta_(padre)),María Luisa Cáceres,NA,Felicia José Manuel Fernando Diego Luis María,NA,"José Manuel Astigueta ( Buenos Aires , 17 de octubre de 1882 - ib. , 30 de julio de 1960) fue un abogado argentino que ejerció como ministro de Justicia y Educación de su país durante los últimos meses de la dictadura de Edelmiro J. Farrell .",NA,NA,NA,NA,NA,mismo_pais,1882,1960,Ministro de Justicia,Ministro de Educación,NA,NA,1882,1960
jos_e_mariano_astigueta_nieto,José Mariano Astigueta (nieto),https://es.wikipedia.org/wiki/Jos%C3%A9_Mariano_Astigueta_%28nieto%29,Familia Astigueta,argentina,argentina,22 de abril de 1922 Buenos Aires ( Argentina ),NA,2003,NA,Argentina,Abogado,NA,NA,NA,NA,María Julia Conte Mac Donnell,NA,4,NA,"José Mariano Astigueta ( Buenos Aires , 22 de abril de 1922-Ibídem, julio de 2003) fue un abogado y político argentino. Entre 1962 y 1963 se desempeñó como ministro de Educación y Justicia .",NA,NA,NA,NA,NA,mismo_pais,1922,2003,Ministro de Educación,Ministro de Justicia,NA,NA,1922,2003
jos_e_mariano_astigueta_padre,José Mariano Astigueta (padre),https://es.wikipedia.org/wiki/Jos%C3%A9_Mariano_Astigueta_%28padre%29,Familia Astigueta,argentina,argentina,20 de noviembre de 1850 Salta ( Argentina ),NA,18 de septiembre de 1897 (46 años),NA,Argentina,Médico,Partido Autonomista Nacional,NA,NA,José Estanislao Astigueta María Eduarda Heredia,Angélica Posse,NA,José Manuel Astigueta (https://es.wikipedia.org/wiki/Jos%C3%A9_Manuel_Astigueta_(padre)),NA,"José Mariano Astigueta ( Salta , 20 de noviembre de 1850 - Buenos Aires , 18 de septiembre de 1897) fue un médico y político argentino , que se desempeñó como Ministro de Justicia e Instrucción Pública de su país a fines del siglo XIX , durante la presidencia de Miguel Juárez Celman .",NA,NA,NA,NA,NA,mismo_pais,1850,1897,Ministro de Justicia e Instrucción Pública,NA,NA,Partido Autonomista Nacional,1850,1897
alejandro_awada,Alejandro Awada,https://es.wikipedia.org/wiki/Alejandro_Awada,Familia Awada,argentina,argentina,"7 de diciembre de 1961 (64 años) Villa Ballester , Argentina",NA,NA,NA,Argentina,actor,NA,NA,NA,Abraham Awada Elsa Esther Baker Yessi,Sabrina Farji (https://es.wikipedia.org/wiki/Sabrina_Farji),NA,Naiara Awada,NA,"Alejandro Awada ( Villa Ballester , 7 de diciembre de 1961) es un actor argentino que ha participado en un gran número de películas , programas televisivos y obras de teatro .",NA,NA,NA,NA,NA,mismo_pais,1961,NA,NA,NA,NA,NA,1961,NA
juliana_awada,Juliana Awada,https://es.wikipedia.org/wiki/Juliana_Awada,Familia Awada,argentina,argentina,"3 de abril de 1974 (51 años) Villa Ballester , Argentina",NA,NA,NA,argentina,"empresaria , diseñadora",NA,Católica,"Buenos Aires , Argentina",Abraham Awada Elsa Esther Baker Yessi,Mauricio Macri (https://es.wikipedia.org/wiki/Mauricio_Macri),Bruno Laurent Barbier,2,NA,"María Juliana Awada [ 1 ] ​ ( Villa Ballester , 3 de abril de 1974) es una diseñadora y empresaria textil argentina . Fue primera dama por su matrimonio con Mauricio Macri , presidente de la Nación Argentina desde 2015 hasta 2019.",NA,NA,NA,NA,NA,mismo_pais,1974,NA,Primera Dama de Argentina,NA,NA,NA,1974,NA
sabrina_farji,Sabrina Farji,https://es.wikipedia.org/wiki/Sabrina_Farji,Familia Awada,argentina,argentina,16 de agosto de 1964 (61 años) Buenos Aires ( Argentina ),NA,NA,NA,Argentina,"Realizadora, guionista , directora de cine y profesora",NA,NA,NA,NA,NA,NA,NA,NA,"Sabrina Farji (Buenos Aires, Argentina, 16 de agosto de 1964) [ 1 ] ​ es una directora, guionista y productora. Como artista multidisciplinaria, ha desarrollado su carrera en todas las ramas del audiovisual desde el año en el que estrenó su primer video. Ha exhibido su obra como guionista y productora de cine y televisión.",NA,NA,NA,NA,NA,mismo_pais,1964,NA,NA,NA,NA,NA,1964,NA
mauricio_macri,Mauricio Macri,https://es.wikipedia.org/wiki/Mauricio_Macri,Familia Awada,argentina,argentina,8 de febrero de 1959 (66 años) Tandil ( Argentina ),NA,NA,NA,Argentina e italiana,"Empresario , político e ingeniero civil",Partido Justicialista (1989-2001) Compromiso para el Cambio (2005-2008) Propuesta Republicana (desde 2008),Católica,Quinta presidencial de Olivos,Franco Macri (https://es.wikipedia.org/wiki/Franco_Macri),Juliana Awada (https://es.wikipedia.org/wiki/Juliana_Awada),NA,"Agustina, Gimena, Francisco, Antonia [ 1 ] ​",NA,"Mauricio Macri ( Tandil , Buenos Aires , 8 de febrero de 1959) es un político , ingeniero civil , empresario y dirigente deportivo argentino, que ejerció como presidente de la Nación Argentina entre 2015 [ n. 1 ] ​ y 2019, [ n. 2 ] ​ como jefe de Gobierno de la Ciudad de Buenos Aires entre 2007 y 2015, y como presidente del Club Atlético Boca Juniors entre 1995 y 2007. Desde 2020 se desempeña como presidente ejecutivo de la Fundación FIFA . [ 9 ] ​",NA,NA,NA,NA,NA,nacionalidad_distinta_al_pais,1959,NA,Presidente de Argentina,Jefe de Gobierno de la Ciudad de Buenos Aires,Presidente del Club Atlético Boca Juniors,Propuesta Republicana,1959,NA
franco_macri,Franco Macri,https://es.wikipedia.org/wiki/Franco_Macri,Familia Awada,argentina,argentina,17 de agosto de 1930 Roma ( Reino de Italia ),NA,2 de marzo de 2019 (88 años) Palermo ( Argentina ),NA,Argentina e italiana (1946-2019),Empresario,Frente del Hombre Común (1946-1947),NA,"San Justo , Ciudad Evita y Mar del Plata",Giorgio Macri Lea Lidia Garbini,Alicia Blanco Villegas (1958–1980) Cristina Greffier (1982–1986),NA,Mauricio Macri (https://es.wikipedia.org/wiki/Mauricio_Macri),NA,"Francesco Raoul Macrì ( Roma , 15 de abril de 1930- Buenos Aires , 2 de marzo de 2019), más conocido como Franco Macri , fue un empresario y ejecutivo italiano nacionalizado argentino .",NA,NA,NA,NA,NA,nacionalidad_distinta_al_pais,1930,2019,Empresario,NA,NA,Frente del Hombre Común,1930,2019
juan_barbeito,Juan Barbeito,https://es.wikipedia.org/wiki/Juan_Barbeito,Familia Daract,argentina,argentina,1812 San Luis ( Argentina ),NA,1871 San Luis (Argentina),NA,Argentina,Militar y Político,NA,NA,NA,NA,NA,NA,NA,NA,"Juan A. Barbeito ( San Luis , Argentina , 1812 - San Luis, 1871) fue un político y militar argentino que se desempeñó como gobernador de San Luis entre los años 1862 y 1864. Su mandato estuvo signado por la inestabilidad institucional y las invasiones del caudillo riojano Ángel ""Chacho"" Peñaloza . Familiar de los exgobernadores Justo Daract (hermano de su yerno), Mauricio Daract (yerno), Juan Daract (nieto). Siendo Juan Barbeito casado con Josefa Jiménez-Inguanzo Lucero.",NA,NA,NA,NA,NA,mismo_pais,1812,1871,Gobernador de San Luis,NA,NA,NA,1812,1871
juan_daract,Juan Daract,https://es.wikipedia.org/wiki/Juan_Daract,Familia Daract,argentina,argentina,"1862 San Luis , Argentina",NA,"14 de abril de 1919 San Luis , Argentina",NA,Argentina,"Abogado , político y legislador",NA,NA,NA,Mauricio Daract (https://es.wikipedia.org/wiki/Mauricio_Daract),NA,NA,NA,NA,"Juan Daract ( San Luis , 1862-San Luis, 14 de abril de 1919) fue un abogado, político y legislador argentino . Fue gobernador de la provincia de San Luis desde el 18 de agosto de 1913 hasta el 17 de agosto de 1917.",NA,NA,NA,NA,NA,mismo_pais,1862,1919,Gobernador de San Luis,Legislador,NA,NA,1862,1919
justo_daract,Justo Daract,https://es.wikipedia.org/wiki/Justo_Daract,Familia Daract,argentina,argentina,"1818 San Luis , Argentina",NA,"1884 Villa María , Argentina",NA,Argentina,Militar,Partido Federal,NA,NA,NA,NA,NA,NA,NA,"Justo Daract ( San Luis , 1804-1887) fue un político argentino , gobernador de la provincia de San Luis en las décadas de 1850 y 1860. Familiar de los exgobernadores Mauricio Daract (hermano), Juan Barbeito (suegro de su hermano) y Juan Daract (sobrino).",NA,NA,NA,NA,NA,mismo_pais,1818,1884,Gobernador de San Luis,NA,NA,Partido Federal,1804,1887
mauricio_daract,Mauricio Daract,https://es.wikipedia.org/wiki/Mauricio_Daract,Familia Daract,argentina,argentina,"1807 San Luis , Virreinato del Río de la Plata",NA,"1887 San Luis , Argentina",NA,Argentina,Político,NA,NA,NA,NA,NA,NA,Juan Daract (https://es.wikipedia.org/wiki/Juan_Daract); Mauricio Pastor Daract (https://es.wikipedia.org/wiki/Mauricio_Pastor_Daract),NA,"Mauricio Daract ( San Luis , 1807 - San Luis, septiembre de 1887) fue un comerciante y político argentino , que se desempeñó como diputado nacional y gobernador delegado de la provincia de San Luis durante la segunda mitad del siglo XIX . Era familiar de los exgobernadores Justo Daract (hermano), Juan Barbeito (suegro) y Juan Daract (hijo).",NA,NA,NA,NA,NA,mismo_pais,1807,1887,Diputado Nacional,Gobernador Delegado de San Luis,NA,NA,1807,1887
mauricio_pastor_daract,Mauricio Pastor Daract,https://es.wikipedia.org/wiki/Mauricio_Pastor_Daract,Familia Daract,argentina,argentina,"29 de marzo de 1855 San Luis , Argentina",NA,"25 de diciembre de 1915 (60 años) Buenos Aires , Argentina",NA,Argentina,Abogado Juez,NA,NA,NA,Mauricio Daract (https://es.wikipedia.org/wiki/Mauricio_Daract),Rafaela María Alejandrina Llerena Jurado,NA,NA,NA,"Mauricio Pastor Daract ( San Luis , 29 de marzo de 1855 [ 1 ] ​- Buenos Aires , 25 de diciembre de 1915) fue un Ministro de la Corte Suprema de Justicia de Argentina .",NA,NA,NA,NA,NA,mismo_pais,1855,1915,Ministro de la Corte Suprema de Justicia de Argentina,NA,NA,NA,1855,1915
f_elix_de_alzaga,Félix de Álzaga,https://es.wikipedia.org/wiki/F%C3%A9lix_de_%C3%81lzaga,Familia Álzaga,argentina,argentina,"1792 Buenos Aires, Virreinato del Río de la Plata",NA,"1841 Buenos Aires, Argentina",NA,Argentina,Político y militar,NA,NA,NA,NA,NA,NA,NA,NA,"Félix de Álzaga ( Buenos Aires , julio de 1792 - Buenos Aires, julio de 1841) fue un militar, político y hacendado argentino , que tuvo activa participación en el proceso que llevó al poder a Juan Manuel de Rosas en la provincia de Buenos Aires , y terminó enemistado con este y perseguido por sus partidarios.",Diputado de Argentina,NA,NA,NA,NA,mismo_pais,1792,1841,Diputado de Argentina,NA,NA,NA,1792,1841
mart_in_de_alzaga,Martín de Álzaga,https://es.wikipedia.org/wiki/Mart%C3%ADn_de_%C3%81lzaga,Familia Álzaga,argentina,argentina,27 de septiembre de 1755 Aramayona ( España ),NA,Herida por arma de fuego,NA,Argentina y española,"Político , militar y comerciante de esclavos",NA,NA,NA,NA,NA,NA,Cecilio de Álzaga (https://es.wikipedia.org/wiki/Cecilio_de_%C3%81lzaga),NA,"Martín de Álzaga (Valle de Aramayona , Álava , 11 de noviembre de 1755 - Buenos Aires , Provincias Unidas del Río de la Plata , 6 de julio de 1812) fue un comerciante y político español de importante actuación en el Virreinato del Río de la Plata , especialmente por su participación en el rechazo de las invasiones inglesas .",NA,NA,NA,NA,NA,varias_nacionalidades,1755,NA,Comerciante,Político,NA,NA,1755,1812
cecilio_de_alzaga,Cecilio de Álzaga,https://es.wikipedia.org/wiki/Cecilio_de_%C3%81lzaga,Familia Álzaga,argentina,argentina,"21 de noviembre de 1785 Buenos Aires , Virreinato del Río de la Plata (actual Argentina )",NA,"1845 Cádiz , España",NA,Argentina,Político y empresario,Realista,NA,NA,Blazchu (Alzaga) (https://es.wikipedia.org/wiki/Mart%C3%ADn_de_%C3%81lzaga),Francisca Antonia Martínez,NA,NA,NA,"Cecilio de Álzaga ( Buenos Aires , 21 de noviembre de 1785 - Cádiz , 1845) fue un comerciante y político porteño , tenaz enemigo de la emancipación argentina .",NA,NA,NA,NA,NA,mismo_pais,1785,1845,Comerciante,Político,NA,Realista,1785,1845
jos_e_gregorio_de_lezama,José Gregorio de Lezama,https://es.wikipedia.org/wiki/Jos%C3%A9_Gregorio_de_Lezama,Familia Álzaga,argentina,argentina,"1802 Salta (de la intendencia de Salta del Tucumán , Virreinato del Río de la Plata ) Imperio español",NA,23 de julio de 1889 Buenos Aires Argentina,NA,Argentino,"Comerciante agropecuario , hacendado , empresario , político y filántropo",NA,NA,NA,Francisco Asensio de Lezama y de la Torre (https://es.wikipedia.org/wiki/Francisco_Asensio_de_Lezama),"María Carolina de Álzaga Llorente (1ª nupcias, 1849) Ángela Isaura de Álzaga Llorente (2ª nupcias, 1864)",NA,"Gregorio Maximiliano Lezama Álzaga (del primer matrimonio, f. 1878)",NA,"José Gregorio de Lezama o bien Gregorio Lezama , menos conocido por su mote: Goyo Lezama y nacido como José Gregorio de Lezama y Quiñones ( Salta , 1802– Buenos Aires , 23 de julio de 1889), era un comerciante agropecuario , hacendado , empresario , político , mecenas y filántropo argentino , descendiente de hidalgos coloniales . Una vez radicado en la ciudad de Buenos Aires llegaría a ser poseedor de una gran fortuna, lo cual le permitiría hacerse propietario de varias estancias , figurar en diversas empresas mercantiles argentinas, españolas , inglesas y francesas , relacionarse cordialmente con diferentes políticos de turno como Rosas , Urquiza , Mitre y el uruguayo Flores , entre otros, además de gozar de gran prestigio socio-económico y poseer diversos bienes, como la «Quinta de los Ingleses» que compró en 1857 y que inmediatamente se trasformaría en la tan famosa « Quinta de Lezama » que amplió y embelleció, tanto en el terreno que hiciera construir hermosos senderos rodeados de plantas ornamentales exóticas, columnas con estatuas y un templete griego, además de poseer un zoológico privado, como con su casona a la que transformara en una hermosa mansión de arquitectura italianizante , y en donde residiría hasta sus últimos días.",NA,NA,NA,NA,NA,nacionalidad_distinta_al_pais,1802,1889,Comerciante agropecuario,Hacendado,Filántropo,NA,1802,1889
felicitas_guerrero,Felicitas Guerrero,https://es.wikipedia.org/wiki/Felicitas_Guerrero,Familia Álzaga,argentina,argentina,"26 de febrero de 1846 Buenos Aires , Argentina",NA,"30 de enero de 1872 (25 años) Buenos Aires , Argentina",NA,Argentina,NA,NA,NA,NA,Carlos José Guerrero y Reissig Felicitas Cueto y Montes de Oca,Martín Gregorio de Álzaga y Pérez Llorente,NA,Félix Francisco Solano de Álzaga Guerrero Martín de Álzaga Guerrero,NA,"Felicitas Guerrero , nacida como Felicia Antonia Guadalupe Guerrero y Cueto ( Buenos Aires , 26 de febrero de 1846 – Buenos Aires, 30 de enero de 1872), fue una adinerada dama porteña , considerada en su época como la ""mujer más bella de Argentina "", cuya vida terminaría en forma trágica, inspirando la imaginación de diversos escritores y alcanzando estatus de leyenda de Buenos Aires.",NA,NA,NA,NA,NA,mismo_pais,1846,1872,NA,NA,NA,NA,1846,1872
h_ector_de_el_ia,Héctor de Elía,https://es.wikipedia.org/wiki/H%C3%A9ctor_de_El%C3%ADa,Familia Álzaga,argentina,argentina,"¿27 de febrero de 1858? Río Negro , República Oriental del Uruguay",NA,Arterioesclerosis,NA,argentina,NA,NA,Católico,NA,Genaro de Elía Dolores Trinidad Coe,Elisa María Dickson Keen,Juana Iribarren,NA,NA,"Héctor de Elía ( Río Negro , Uruguay , ¿27 de febrero de 1858? [ 1 ] ​ - Concepción del Uruguay , Uruguay , Entre Ríos , 27 de abril de 1922) fue un estanciero y colonizador argentino . Destacado por fundar las localidades de Villa Elisa ( departamento Colón , Entre Ríos ), Colonia Elía ( departamento Uruguay , Entre Ríos ) y San Jorge ( partido de Laprida , Buenos Aires ). [ 2 ] ​",NA,NA,NA,NA,NA,mismo_pais,1858,NA,NA,NA,NA,NA,1858,1922
mart_in_de_alzaga_unzu_e,Martín de Alzaga Unzué,https://es.wikipedia.org/wiki/Mart%C3%ADn_de_Alzaga_Unzu%C3%A9,Familia Álzaga,argentina,argentina,10 de enero de 1901 Mar del Plata ( Argentina ),NA,15 de noviembre de 1982 Buenos Aires (Argentina),NA,Argentina,"Ingeniero , piloto de automovilismo y playboy",NA,NA,NA,NA,NA,NA,NA,NA,"Martín Máximo Pablo de Álzaga Unzué ( Mar del Plata , 10 de enero de 1901- Buenos Aires , 15 de noviembre de 1982) fue un piloto de automovilismo y playboy argentino . Era descendiente de Martín de Álzaga , un comerciante de origen vasco que luchó al servicio de la reconquista de Buenos Aires en las invasiones inglesas . [ 1 ] ​ En Estados Unidos era conocido como Martín DeAlzaga , en sus tiempos de piloto de carreras.",NA,NA,NA,NA,NA,mismo_pais,1901,1982,NA,NA,NA,NA,1901,1982
josef_de_urquiza,Josef de Urquiza,https://es.wikipedia.org/wiki/Josef_de_Urquiza,Familia Álzaga,argentina,argentina,"29 de octubre de 1762 Castro Urdiales , Castilla la Vieja , España",NA,"10 de marzo de 1829 Buenos Aires , Provincias Unidas del Río de la Plata",NA,Española,"Militar , hacendado y gobernante colonial",NA,Católica,NA,Manuel Antonio de Urquiza María Francisca de Álzaga,María Cándida García,NA,Cipriano de Urquiza (https://es.wikipedia.org/wiki/Cipriano_de_Urquiza); Justo José de Urquiza (https://es.wikipedia.org/wiki/Justo_Jos%C3%A9_de_Urquiza),NA,"Josef de Urquiza y Álzaga ( Castro-Urdiales , España , 29 de octubre de 1762 - Buenos Aires , Provincias Unidas del Río de la Plata , 10 de marzo de 1829) fue un hacendado, político y militar español , que contribuyó a la organización territorial de la provincia de Entre Ríos , en la que fijó su domicilio. Se opuso a la Revolución de Mayo y fue el padre del presidente argentino Justo José de Urquiza .",NA,NA,NA,NA,NA,nacionalidad_distinta_al_pais,1762,1829,Hacendado,Político,Militar,NA,1762,1829
justo_jos_e_de_urquiza,Justo José de Urquiza,https://es.wikipedia.org/wiki/Justo_Jos%C3%A9_de_Urquiza,Familia Álzaga,argentina,argentina,"18 de octubre de 1801 Estancia Talar de Arroyo Largo , cerca de Concepción del Uruguay , Virreinato del Río de la Plata",NA,Homicidio,NA,Argentino,Militar,Partido Federal,Cristiano católico,NA,José Narcisco de Urquiza Maria Cándida Garcia,Dolores Costa (https://es.wikipedia.org/wiki/Dolores_Costa),NA,NA,NA,"Justo José de Urquiza ( Talar de Arroyo Largo , [ 1 ] ​ [ 2 ] ​ Virreinato del Río de la Plata , 18 de octubre de 1801- Palacio San José , Caseros , Entre Ríos , 11 de abril de 1870) fue un militar y político argentino . Fue varias veces gobernador de la provincia de Entre Ríos , líder del Partido Federal y presidente de la Confederación Argentina entre 1854 y 1860.",NA,NA,NA,NA,NA,nacionalidad_distinta_al_pais,1801,NA,Presidente de la Confederación Argentina,Gobernador de Entre Ríos,Líder del Partido Federal,Partido Federal,1801,1870
